token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
会见,0,230,0.3151544039711648,43,0.09987814977219289,0.127278103035151,0.9997442855421539,43,0.0001292402756627549,0.9996150452664911,0.0007248570722244641,6,huìjiàn,to meet with (sb who is paying a visit),Translation,敬重 | 感激 | 祝福 | 敬佩 | 感谢 | 敬意 | 衷心 | 尊敬 | 怀念 | 钦佩 | 祝愿 | 祝贺,0.5
盛气凌人,23,223,0.34559631626112125,24,0.0368473627441806,0.05330532652594499,0.9555768206041405,24,0.032205975886166444,0.923370844717974,0.05842725287771714,7-9,shèngqì-língrén,overbearing; arrogant bully,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
说谎,23,223,0.3455194919831454,12,0.053773562084807824,0.07592411304758087,0.9571715352312824,37,0.012980622730342749,0.9441909125009397,0.06632677673827608,7-9,shuōhuǎng,to lie; to tell an untruth,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.0
倔强,23,223,0.344029897302407,13,0.0039784813420445375,0.00602847166924981,0.7257430145674999,13,0.26148387851065635,0.46425913605684355,0.16745309937770322,7-9,juéjiàng,stubborn; obstinate; unbending,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
爱面子,23,223,0.34355051573200807,24,0.044112661732120806,0.06296752113139967,0.9473249304968804,13,0.018378733613839515,0.9289461968830408,0.07663881282394426,7-9,ài miànzi,to like to look good in the eyes of others; sensitive about how one is regarded by others; proud,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
世故,23,223,0.3435063853318107,13,0.03851451068602141,0.05541591426199874,0.8435455447723429,13,0.1296331033097469,0.713912441462596,0.1379780750562859,7-9,shìgu,the ways of the world; sophisticated; worldly-wise,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
笨蛋,23,223,0.34346666352286354,39,0.045911039011975685,0.06535896736308526,0.803553426238065,39,0.18249563210936878,0.6210577941286962,0.14585678381311717,7-9,bèndàn,fool; idiot,Translation,妹妹 | 姐姐 | 姑姑 | 母亲 | 哥哥 | 舅舅 | 嫂子 | 闺女 | 女儿 | 妈妈 | 媳妇 | 爸爸,0.5
耍赖,23,223,0.3423494184873229,12,0.014770617300416289,0.021966317133499443,0.7016337720534116,12,0.21662492312573917,0.48500884892767243,0.23310917488910288,7-9,shuǎlài,"to act shamelessly; to refuse to acknowledge that one has lost the game, or made a promise etc; to act dumb; to act as if sth never happened",Translation,吵嘴 | 闹着玩儿 | 干活儿 | 说闲话 | 挣钱 | 吵 | 吵架 | 操心 | 玩儿 | 赔钱 | 伺候 | 唠叨,0.5
讽刺,23,223,0.34233524128968307,24,0.02929182455655921,0.04263999395312529,0.9630274826702372,24,0.02288993404455884,0.9401375486256783,0.04950116546750879,7-9,fěngcì,to satirize; to mock; irony; satire; sarcasm,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.0
耻笑,23,223,0.34151185791154726,24,-0.01182937182805388,-0.01796444168384869,0.6289551725362638,24,0.3655219029620611,0.26343326957420266,0.17866226305934554,7-9,chǐxiào,to sneer at sb; to ridicule,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.0
叛逆,23,223,0.34145144950726847,24,0.059013508774966084,0.08224167932623404,0.9742934855878131,13,0.006899449596220253,0.9673940359915929,0.04161643447815989,7-9,pànnì,to rebel; to revolt; a rebel,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
挖苦,23,223,0.3412909374105201,24,0.026912498712601096,0.03925270182794566,0.9709230217308008,24,0.016441995441326192,0.9544810262894746,0.043158058690306894,7-9,wāku,to speak sarcastically; to make cutting remarks; also pr. [wā ku],Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.0
难听,23,223,0.34121496815373775,24,0.05202631762290949,0.07319286286264602,0.9323839036670221,24,0.02788693612637571,0.9044969675406463,0.09057516564763865,2,nántīng,unpleasant to hear; coarse; vulgar; offensive; shameful,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
狭隘,23,223,0.34076710728765525,24,0.0690396133115957,0.09479914831403255,0.9928591514621734,24,0.002484587356327788,0.9903745641058456,0.014734689159568529,7-9,xiá'ài,narrow; tight; narrow minded; lacking in experience,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.75
骗人,23,223,0.3392279723348496,37,0.04552055510316788,0.06444999737183955,0.9831531437905192,37,0.014240872538106766,0.9689122712524124,0.024576583640591863,7-9,piàn rén,to cheat sb; a scam,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.25
粗暴,23,223,0.3390255951142565,37,0.08655185042617086,0.11578436183496464,0.9892030862632399,20,0.009264167169203238,0.9799389190940367,0.017285725236567132,7-9,cūbào,rough; cruel,Translation,不要 | 不许 | 不肯 | 轻易 | 愿意 | 拒绝 | 怕 | 宁愿 | 忍心 | 随意 | 决不 | 情愿,1.0
取笑,23,223,0.33818311656473454,24,0.011001143818400116,0.016350845804927384,0.9664054619192388,24,0.024568021209493227,0.9418374407097456,0.046685844247778364,7-9,qǔxiào,to tease; to make fun of,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.0
欺负,23,223,0.33737881980808776,12,0.008806727215080912,0.013116415206945845,0.8979578273180663,24,0.04423939164319613,0.8537184356748702,0.1147053958076042,6,qīfu,to bully,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.25
娇气,23,223,0.33698789418855857,24,0.023223174104327005,0.033841416761868574,0.9463785389549789,24,0.022829142400068697,0.9235493965549102,0.07569317198850119,7-9,jiāoqì,delicate; squeamish; finicky,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
坏人,23,223,0.33645074774454714,37,0.049519158919228035,0.06944517264150303,0.7571276831987269,39,0.17426192558550552,0.5828657576132215,0.20233105452536795,2,huàirén,bad person; villain,Translation,妹妹 | 姐姐 | 姑姑 | 母亲 | 哥哥 | 舅舅 | 嫂子 | 闺女 | 女儿 | 妈妈 | 媳妇 | 爸爸,0.25
机灵,23,223,0.3358363704528233,13,0.03692725243056749,0.052671134912491605,0.9246903790269617,13,0.05816670886285757,0.8665236701641041,0.08657158165487182,7-9,jīling,clever; quick-witted,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
有口无心,23,223,0.3357515817602288,11,0.009435016239179972,0.01400511836316314,0.7458700669740481,11,0.15461488320324746,0.5912551837708007,0.23144290635274156,7-9,yǒukǒu-wúxīn,to speak harshly but without any bad intent (idiom),Translation,哆嗦 | 小声 | 咧嘴 | 嘴唇 | 摇头 | 扭头 | 胳膊 | 身子 | 眼睛 | 发愣 | 苦笑 | 叹气,0.5
吓唬,23,223,0.3356619700288658,12,0.022489089308916466,0.032743449810907425,0.8046684129768742,37,0.17443101372559164,0.6302373992512825,0.1514146441791954,7-9,xiàhu,to scare; to frighten,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.0
倔,23,223,0.3350644760477157,24,0.0380569914861853,0.05413569938571592,0.9817220408862477,13,0.006247414680763686,0.975474626205484,0.0321252737835133,7-9,juè,used in 倔强; gruff; surly,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
卖弄,23,223,0.33498981301078695,12,0.0463016620786329,0.06509333724625825,0.9921495208521106,37,0.0021781107085911077,0.9899714101435195,0.01595707559410438,7-9,màinong,to show off; to make a display of,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.25
谎话,23,223,0.33427629905706197,37,0.053880180239239794,0.07487477714923466,0.9883823341832957,37,0.00744933828625966,0.980932995897036,0.020596580167770374,7-9,huǎnghuà,lie,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.25
堕落,23,223,0.33407538082791477,24,0.044325473103790425,0.062408260957428366,0.9688327663800371,24,0.02140052756352131,0.9474322388165158,0.04456933349968062,7-9,duòluò,to degrade; to degenerate; to become depraved; corrupt; a fall from grace,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.75
放纵,23,223,0.33374858263073937,24,0.05089209548947743,0.07096500850521119,0.974910137039302,24,0.017005357761444538,0.9579047792778574,0.03771967583642933,7-9,fàngzòng,to indulge; to pamper; to connive at; permissive; indulgent; self-indulgent; unrestrained; undisciplined; uncultured; boorish,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
可怕,23,223,0.3332618008998885,24,0.021044587383893865,0.030597723289172794,0.8731409872147082,7,0.09099170257351619,0.782149284641192,0.12184072360967982,2,kěpà,awful; dreadful; fearful; formidable; frightful; scary; hideous; horrible; terrible; terribly,Translation,奇特 | 奇怪 | 怪异 | 奇妙 | 古怪 | 有趣 | 不同寻常 | 新奇 | 惊心动魄 | 不可思议 | 引人注目 | 稀奇,0.5
见钱眼开,23,223,0.3330569784553042,12,0.03087931185691778,0.04425096529426486,0.9413213412969204,12,0.018372423006816376,0.922948918290104,0.08670938938717786,7-9,jiànqián-yǎnkāi,to open one's eyes wide at the sight of profit (idiom); thinking of nothing but personal gain; money-grubbing,Translation,吵嘴 | 闹着玩儿 | 干活儿 | 说闲话 | 挣钱 | 吵 | 吵架 | 操心 | 玩儿 | 赔钱 | 伺候 | 唠叨,1.0
损人利己,23,223,0.3324041651437053,37,0.05325996414399414,0.07388435276217123,0.9666861031114686,37,0.022730815018571472,0.9439552880928972,0.04861337627440948,7-9,sǔnrén-lìjǐ,harming others for one's personal benefit (idiom); personal gain to the detriment of others,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,1.0
吹牛,23,223,0.3319018062826566,12,0.01688479365945661,0.024649946014160814,0.9281641288694995,12,0.06456002940428862,0.8636040994652109,0.07602971345937937,7-9,chuīniú,to talk big; to shoot off one's mouth; to chat (dialect),Translation,吵嘴 | 闹着玩儿 | 干活儿 | 说闲话 | 挣钱 | 吵 | 吵架 | 操心 | 玩儿 | 赔钱 | 伺候 | 唠叨,0.25
夸夸其谈,23,223,0.3307154794374048,12,0.0616849626963793,0.08438787679803171,0.9921724482957436,24,0.001691374612629629,0.990481073683114,0.016298934579316318,7-9,kuākuā-qítán,to talk big; to sound off; bombastic; grandiloquent,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.75
胡说,23,223,0.3288674309657548,12,0.04733701220370834,0.0658858961323662,0.8219232644413679,15,0.12525207690528256,0.6966711875360854,0.16966224241769623,7-9,húshuō,to talk nonsense; drivel,Translation,就算 | 不然 | 也许 | 要不然 | 可是 | 当然 | 毕竟 | 难道 | 要是 | 别说 | 要不 | 何况,0.0
捣乱,23,223,0.32883678946941947,37,0.012298615982868744,0.017994590927788767,0.619743921862387,37,0.24679079682050856,0.3729531250418785,0.23960986317551677,7-9,dǎoluàn,to disturb; to look for trouble; to stir up a row; to bother sb intentionally,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.25
沽名钓誉,23,223,0.3282528640964217,13,0.05637554085686103,0.0774258825555152,0.9939488940282459,37,0.002567507707602543,0.9913813863206434,0.01246916130720366,7-9,gūmíng-diàoyù,to angle for fame (idiom); to fish for compliments,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.75
阴暗,23,223,0.32780536814572875,21,0.04662025294247707,0.06485710567284564,0.9733922435021503,21,0.007496007148792387,0.9658962363533579,0.04285780666460655,7-9,yīn'àn,dim; dark; overcast; darkness; shadow; (fig.) dismal; gloomy; somber; murky; shadowy (side),Translation,寒冷 | 晴朗 | 热气 | 灼热 | 炎热 | 凉爽 | 刮风 | 闪烁 | 下雨 | 荡漾 | 潮湿 | 火焰,0.75
逼,23,223,0.3277600758036533,12,0.03992419491494287,0.0560603853010234,0.9098494327571094,15,0.029231350156352233,0.8806180826007571,0.12409221275271512,6,bī,variant of 逼; to compel; to pressure; to force (sb to do sth); to compel; to press for; to extort; to press on towards; to press up to; to close in on; euphemistic variant of 屄,Translation,就算 | 不然 | 也许 | 要不然 | 可是 | 当然 | 毕竟 | 难道 | 要是 | 别说 | 要不 | 何况,0.5
贱,23,223,0.3276440351960103,24,0.06472421785286736,0.0878116375610106,0.9859632805654297,24,0.00626071348024227,0.9797025670851874,0.025394627720593883,7-9,jiàn,inexpensive; lowly; despicable; (bound form) (humble) my,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
搞笑,23,223,0.3274996346420412,32,0.023969967488240318,0.03441635107454546,0.815476928458336,32,0.14608749715478256,0.6693894313035534,0.1557708616098001,7-9,gǎoxiào,to get people to laugh; funny; hilarious,Translation,歌曲 | 戏剧 | 舞蹈 | 歌剧 | 演唱 | 话剧 | 电影 | 音乐 | 喜剧 | 演出 | 独唱 | 剧本,0.5
大大咧咧,23,223,0.32744348009844393,11,0.023482972943517533,0.03373798927346848,0.7674883309013935,13,0.13138291586359316,0.6361054150378003,0.21957316578027383,7-9,dàdaliēliē,carefree; offhand; casual,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
颓废,23,223,0.3272462533640768,24,0.01292112378246385,0.01884438870361334,0.5105314532743002,24,0.47628488507925615,0.034246568195044014,0.1977362216686718,7-9,tuífèi,decadent; dispirited; depressed; dejected,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
逗,23,223,0.3268158252580646,1,0.022740110687729687,0.032676127509603935,0.9795400914719687,12,0.006515284962850921,0.9730248065091178,0.03649519565345724,7-9,dòu,to tease (playfully); to entice; (coll.) to joke; (coll.) funny; amusing; to stay; to sojourn; brief pause at the end of a phrase (variant of 读),Translation,吵嘴 | 闹着玩儿 | 干活儿 | 说闲话 | 挣钱 | 吵 | 吵架 | 操心 | 玩儿 | 赔钱 | 伺候 | 唠叨,0.5
流氓,23,223,0.3259407319140505,37,0.01871893353546844,0.02702009603024102,0.784959372637715,37,0.12399073419080951,0.6609686384469055,0.18346263899044418,7-9,liúmáng,rogue; hoodlum; gangster; immoral behavior,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.25
小人,23,223,0.3255593894572051,39,0.03972620901804458,0.055625951710376716,0.7297295671578442,39,0.22686016236225245,0.5028694047955917,0.20579612006440573,7-9,xiǎorén,"person of low social status (old); I, me (used to refer humbly to oneself); nasty person; vile character",Translation,妹妹 | 姐姐 | 姑姑 | 母亲 | 哥哥 | 舅舅 | 嫂子 | 闺女 | 女儿 | 妈妈 | 媳妇 | 爸爸,0.5
丑,23,223,0.3255007738009544,24,0.04508646884494533,0.06265614944192154,0.9672862609011725,27,0.02401084741653812,0.9432754134846344,0.04627720716377278,5,chǒu,"clown; 2nd earthly branch: 1-3 a.m., 12th solar month (6th January to 3rd February), year of the Ox; ancient Chinese compass point: 30°; shameful; ugly; disgraceful; surname Chou",Translation,光滑 | 形状 | 圆形 | 弯曲 | 花纹 | 坚硬 | 修长 | 线条 | 柔软 | 凹 | 结实 | 白色,0.5
乖巧,23,223,0.3252661017913456,30,0.0018991978989159053,0.002806835654125443,0.6097756234120324,13,0.2979885803036572,0.3117870431083752,0.2303164109264753,7-9,guāiqiǎo,clever (child); smart; lovable; cute,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
胡思乱想,23,223,0.32512620032156336,24,-0.010298020620604587,-0.015259179754068656,0.5362912526426851,24,0.39934668636007015,0.13694456628261492,0.2470545091079243,7-9,húsī-luànxiǎng,to indulge in flights of fancy (idiom); to let one's imagination run wild,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
怪,23,223,0.3251060275580262,24,0.01949627675651122,0.028076829677569956,0.7769748212367822,24,0.07698018954887245,0.6999946316879098,0.23748078512479323,4; 5,guài,bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather; variant of 怪,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
乖,23,223,0.3246333096143556,39,0.02436611177018877,0.03482202305668435,0.9744446040237406,39,0.01745906960398096,0.9569855344197596,0.03839995738723217,7-9,guāi,"(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal",Translation,妹妹 | 姐姐 | 姑姑 | 母亲 | 哥哥 | 舅舅 | 嫂子 | 闺女 | 女儿 | 妈妈 | 媳妇 | 爸爸,0.5
夸张,23,223,0.32431973031224565,30,0.02929122997915956,0.04154952362329402,0.9726102063718064,30,0.016546020934851812,0.9560641854369546,0.04090415254410993,7-9,kuāzhāng,to exaggerate; overstated; exaggerated; hyperbole; (coll.) excessive; ridiculous; outrageous,Translation,艳丽 | 古朴 | 迷人 | 明媚 | 质朴 | 优雅 | 优美 | 别致 | 纯朴 | 精致 | 文雅 | 韵味,0.5
恶,23,223,0.32409163779175093,37,0.07040499606883854,0.09433704393469909,0.9911306882866572,44,0.001986392016288245,0.9891442962703689,0.018027764587611017,7-9,è,used in 恶心; evil; fierce; vicious; ugly; coarse; to harm; to hate; to loathe; ashamed; to fear; to slander,Translation,羊 | 鹅 | 桃树 | 蛇 | 猫 | 虫子 | 柏树 | 鱼 | 棵 | 松树 | 母鸡 | 兔,0.5
讨好,23,223,0.3234541689837162,24,0.00958504629974194,0.013969705513380079,0.671895756611914,37,0.09573010831665402,0.57616564829526,0.31302979181445484,7-9,tǎohǎo,to get the desired outcome; to win favor by fawning on sb; to curry favor with; a fruitful outcome to reward one's labor,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.0
笨,23,223,0.3234150555824566,24,0.05506983160562501,0.07526750786067614,0.9895142701417049,24,0.002580262773678715,0.9869340073680262,0.02088774069364077,4,bèn,stupid; foolish; silly; slow-witted; clumsy,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
讨人喜欢,23,223,0.3228585213488423,30,-0.008929672790828236,-0.013187307338808773,0.4899902806844577,30,0.4554576711962533,0.03453260948820441,0.23961711015291148,7-9,tǎo rén xǐhuan,to attract people's affection; charming; delightful,Translation,艳丽 | 古朴 | 迷人 | 明媚 | 质朴 | 优雅 | 优美 | 别致 | 纯朴 | 精致 | 文雅 | 韵味,0.5
顽固,23,223,0.32237679826124244,24,0.060843287131044144,0.08239139899789191,0.9951871905139864,37,0.002116103957247692,0.9930710865567387,0.009960753945649563,7-9,wángù,stubborn; obstinate,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,1.0
挑剔,23,223,0.32183843517489996,24,0.01938305237299537,0.02778754490408581,0.9311434411432202,24,0.036786581598487855,0.8943568595447324,0.09331269116399267,7-9,tiāoti,picky; fussy,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.75
