token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
揣摩,0,51,0.3920539425207149,142,0.08914870443864359,0.12788606271171396,1.0,66,4.1684302392892646e-29,1.0,5.141183107836857e-28,7-9,chuǎimó,to analyze; to try to figure out; to try to fathom,Translation,推断 | 推测 | 判断 | 解释 | 分析 | 阐述 | 表述 | 断定 | 结论 | 概括 | 预测 | 猜测,1.0
胶囊,110,30,0.27561713737781424,83,-0.004850268176942452,-0.006695724632944818,1.0,147,1.3148773030833688e-29,1.0,2.6918038573458718e-28,7-9,jiāonáng,(pharm.) capsule,Translation,箱子 | 杯子 | 钳子 | 梳子 | 刷子 | 脸盆 | 叉子 | 水壶 | 瓶子 | 剪子 | 棍子 | 筷子,0.0
诉讼,111,41,0.5191404137052589,120,0.25353047678125146,0.3452259085850632,1.0,120,2.8581884731121886e-40,1.0,7.961026423368069e-39,7-9,sùsòng,lawsuit,Translation,开除 | 处罚 | 吊销 | 辞退 | 惩处 | 拘留 | 免职 | 处分 | 撤销 | 罚款 | 取缔 | 没收,1.0
判决,111,41,0.5072385862963292,120,0.17869174366979007,0.2661268946426326,1.0,120,1.5589969606820958e-30,1.0,2.0194983864443285e-29,7-9,pànjué,judgment (by a court of law); to pass judgment on; to sentence,Translation,开除 | 处罚 | 吊销 | 辞退 | 惩处 | 拘留 | 免职 | 处分 | 撤销 | 罚款 | 取缔 | 没收,1.0
上诉,111,41,0.5005779075503509,120,0.19637042078223704,0.28222554432228103,1.0,120,2.298380133133929e-38,1.0,5.271605434797559e-37,7-9,shàngsù,to appeal (a judicial case); appeal,Translation,开除 | 处罚 | 吊销 | 辞退 | 惩处 | 拘留 | 免职 | 处分 | 撤销 | 罚款 | 取缔 | 没收,1.0
法院,111,41,0.49522168412912515,120,0.21498371150498685,0.2986872095611704,1.0,120,1.019181373677765e-29,1.0,1.3821419407213126e-28,4,fǎyuàn,court of law; court,Translation,开除 | 处罚 | 吊销 | 辞退 | 惩处 | 拘留 | 免职 | 处分 | 撤销 | 罚款 | 取缔 | 没收,1.0
起诉,111,41,0.4911856630386791,120,0.16252893583286465,0.2420951284078648,1.0,120,1.9128621279205823e-36,1.0,2.969288306192803e-35,6,qǐsù,to sue; to bring a lawsuit against; to prosecute,Translation,开除 | 处罚 | 吊销 | 辞退 | 惩处 | 拘留 | 免职 | 处分 | 撤销 | 罚款 | 取缔 | 没收,1.0
裁决,111,41,0.48653617647107045,120,0.15340035952913877,0.23003238654336497,1.0,120,1.0977044357471402e-34,1.0,1.6270837830660796e-33,7-9,cáijué,ruling; adjudication,Translation,开除 | 处罚 | 吊销 | 辞退 | 惩处 | 拘留 | 免职 | 处分 | 撤销 | 罚款 | 取缔 | 没收,1.0
仲裁,111,41,0.4791447440864373,8,0.2110325195391512,0.28833999776620906,1.0,8,2.402276607662352e-30,1.0,3.1348410207832466e-29,7-9,zhòngcái,arbitration,Translation,审核 | 审查 | 验收 | 审批 | 认证 | 评审 | 鉴定 | 登记 | 评定 | 评估 | 检验 | 审定,1.0
法庭,111,41,0.4742924030470955,120,0.20925471202378398,0.28471488873373113,1.0,8,1.564782816084097e-44,1.0,3.510199447570014e-43,6,fǎtíng,court of law,Translation,审核 | 审查 | 验收 | 审批 | 认证 | 评审 | 鉴定 | 登记 | 评定 | 评估 | 检验 | 审定,1.0
裁定,111,41,0.4614006127734583,120,0.13291692276205963,0.1979355092124505,1.0,8,5.973446728874415e-28,1.0,7.0672599077014e-27,7-9,cáidìng,ruling,Translation,审核 | 审查 | 验收 | 审批 | 认证 | 评审 | 鉴定 | 登记 | 评定 | 评估 | 检验 | 审定,1.0
驳回,111,41,0.4548339669182937,120,0.0889445319929848,0.14026659843225942,1.0,120,5.759969911655552e-21,1.0,5.066399430122617e-20,7-9,bóhuí,to reject; to turn down; to overrule,Translation,开除 | 处罚 | 吊销 | 辞退 | 惩处 | 拘留 | 免职 | 处分 | 撤销 | 罚款 | 取缔 | 没收,1.0
原告,111,41,0.4396253559901095,54,0.19810397428472268,0.26118597084535594,1.0,162,7.928367200253389e-37,1.0,1.243880036111481e-35,6,yuángào,complainant; plaintiff,Translation,担保 | 履行 | 股东 | 委托 | 合同 | 转让 | 授权 | 约定 | 披露 | 出资 | 董事会 | 资产,1.0
官司,111,41,0.43742314869119825,197,0.1725322783203096,0.23470294595219932,1.0,163,6.041882128913213e-41,1.0,1.072123194976145e-39,6,guānsi,lawsuit,Translation,隐情 | 事实 | 真相 | 疑点 | 事情 | 谜团 | 证据 | 道理 | 迹象 | 说法 | 原因 | 理由,1.0
控告,111,41,0.43729644232721815,70,0.0930640545619481,0.1419162105990622,1.0,129,1.5292030811165277e-32,1.0,2.1160295049323138e-31,7-9,kònggào,to accuse; to charge; to indict,Translation,诈骗 | 假冒 | 敲诈 | 欺诈 | 贿赂 | 贪污 | 盗窃 | 非法 | 伪造 | 走私 | 倒卖 | 造假,1.0
纠纷,111,41,0.434366338818462,71,0.1538971885665849,0.2138854624794167,1.0,71,2.298722522723949e-37,1.0,3.660181188531792e-36,6,jiūfēn,dispute,Translation,弊病 | 缺点 | 弊端 | 弱点 | 毛病 | 缺陷 | 难题 | 难处 | 顾虑 | 问题 | 难点 | 短处,0.5
案件,111,41,0.4336004536875818,129,0.12855849432675964,0.18498741910881375,1.0,163,1.414802008919045e-33,1.0,2.0218185072387172e-32,7-9,ànjiàn,case; instance,Translation,隐情 | 事实 | 真相 | 疑点 | 事情 | 谜团 | 证据 | 道理 | 迹象 | 说法 | 原因 | 理由,1.0
被告,111,41,0.4329628833415698,120,0.15634140108936706,0.21612668506680033,1.0,162,2.3047589982134515e-38,1.0,3.9309252131776525e-37,6,bèigào,defendant,Translation,担保 | 履行 | 股东 | 委托 | 合同 | 转让 | 授权 | 约定 | 披露 | 出资 | 董事会 | 资产,1.0
审判,111,41,0.42722627299502297,174,0.1503891854214674,0.20796031272796228,1.0,113,3.5066059787381667e-32,1.0,4.8085366851002025e-31,7-9,shěnpàn,a trial; to try sb,Translation,执法 | 机关 | 监督 | 监察 | 健全 | 协调 | 治安 | 落实 | 搞好 | 职能 | 防汛 | 干部,0.75
法官,111,41,0.4245331368370769,175,0.12757519833439623,0.18146168674842886,1.0,175,1.168924301783861e-26,1.0,1.3175147613297043e-25,4,fǎguān,judge (in court),Translation,军官 | 外交官 | 球员 | 战士 | 画家 | 帅哥 | 水手 | 小姐 | 作家 | 警官 | 将军 | 绅士,0.0
索赔,111,41,0.4214069577960369,87,0.16217699018272458,0.21893027942856486,1.0,8,2.883824277444743e-42,1.0,9.593167318274248e-41,7-9,suǒpéi,to ask for compensation; to claim damages; claim for damages,Translation,审核 | 审查 | 验收 | 审批 | 认证 | 评审 | 鉴定 | 登记 | 评定 | 评估 | 检验 | 审定,1.0
调解,111,41,0.41736325958796494,40,0.16688914331452254,0.22265961314740548,1.0,113,3.990090851933373e-34,1.0,5.791541765789771e-33,5,tiáojiě,to mediate; to bring parties to an agreement,Translation,执法 | 机关 | 监督 | 监察 | 健全 | 协调 | 治安 | 落实 | 搞好 | 职能 | 防汛 | 干部,1.0
赔偿,111,41,0.41704821200883047,93,0.09386491588604462,0.1386858736617016,1.0,87,1.7583113669070654e-30,1.0,2.2739621885461958e-29,5,péicháng,to compensate,Translation,利息 | 缴纳 | 支出 | 费用 | 交纳 | 款项 | 税收 | 开支 | 数额 | 手续费 | 减免 | 管理费,1.0
打官司,111,41,0.40311565425660484,197,0.080711124314438,0.11911402581771866,1.0,197,6.714462182652308e-35,1.0,1.0204156683819684e-33,6,dǎ guānsi,to file a lawsuit; to sue; to dispute,Translation,见面 | 交谈 | 争吵 | 吵架 | 相处 | 吵嘴 | 会面 | 交往 | 争执 | 对峙 | 交朋友 | 打交道,0.75
司法,111,41,0.39128526611385284,174,0.08419224421540594,0.12150583971037256,1.0,113,2.951020228254175e-19,1.0,2.376445923626388e-18,7-9,sīfǎ,judicial; (administration of) justice,Translation,执法 | 机关 | 监督 | 监察 | 健全 | 协调 | 治安 | 落实 | 搞好 | 职能 | 防汛 | 干部,0.5
律师,111,41,0.38181413491859073,175,0.10358121440277446,0.14351058304958927,1.0,162,1.1572769096539357e-25,1.0,1.300094539779961e-24,4,lǜshī,lawyer,Translation,担保 | 履行 | 股东 | 委托 | 合同 | 转让 | 授权 | 约定 | 披露 | 出资 | 董事会 | 资产,0.0
裁判,111,41,0.3788890113888571,24,0.05131425650589316,0.07631220998694344,1.0,175,8.243600300804858e-36,1.0,1.2569603380387447e-34,5,cáipàn,judgment; to referee; umpire; judge; referee,Translation,军官 | 外交官 | 球员 | 战士 | 画家 | 帅哥 | 水手 | 小姐 | 作家 | 警官 | 将军 | 绅士,0.0
当事人,111,41,0.3765754720476397,145,0.08561209574214218,0.1207442505523231,1.0,162,2.2532062515717915e-32,1.0,6.894897156048083e-31,7-9,dāngshìrén,persons involved or implicated; party (to an affair),Translation,担保 | 履行 | 股东 | 委托 | 合同 | 转让 | 授权 | 约定 | 披露 | 出资 | 董事会 | 资产,1.0
判,111,41,0.37346338505252263,120,0.06704742001565234,0.09666805554314196,1.0,8,6.182377638121387e-28,1.0,7.322407299626658e-27,6,pàn,to judge; to sentence; to discriminate; to discern; clearly distinguishable,Translation,审核 | 审查 | 验收 | 审批 | 认证 | 评审 | 鉴定 | 登记 | 评定 | 评估 | 检验 | 审定,0.75
侵权,111,41,0.37268289191654136,129,0.04796876169469089,0.07103474815850949,1.0,129,4.073176581818713e-18,1.0,3.0783089670262886e-17,7-9,qīnquán,to infringe the rights of; to violate; infringement,Translation,诈骗 | 假冒 | 敲诈 | 欺诈 | 贿赂 | 贪污 | 盗窃 | 非法 | 伪造 | 走私 | 倒卖 | 造假,0.75
提起,111,41,0.3721123367061367,115,0.10891456316253306,0.1478206216698758,1.0,148,5.986526066903858e-46,1.0,1.1765503230929173e-44,5,tíqǐ,"to mention; to speak of; to lift; to pick up; to arouse; to raise (a topic, a heavy weight, one's fist, one's spirits etc)",Translation,包含 | 具有 | 拥有 | 涵盖 | 采用 | 具备 | 基于 | 涉及 | 含有 | 用于 | 依托 | 借助,0.75
离婚,111,41,0.37025266897969245,54,0.04007442023509655,0.059828484458719994,1.0,151,3.319760665702551e-27,1.0,3.820766244622758e-26,3,líhūn,to divorce,Translation,亲人 | 家人 | 亲戚 | 朋友 | 亲友 | 爱人 | 亲朋好友 | 同事 | 同伴 | 友人 | 姐妹 | 战友,0.25
和解,111,41,0.3678523979086541,197,0.06466953578130186,0.09280703970446984,1.0,197,2.751314274947245e-34,1.0,4.403695934612696e-33,7-9,héjiě,to settle (a dispute out of court); to reconcile; settlement; conciliation; to become reconciled,Translation,见面 | 交谈 | 争吵 | 吵架 | 相处 | 吵嘴 | 会面 | 交往 | 争执 | 对峙 | 交朋友 | 打交道,0.0
争端,111,41,0.3654929325254487,40,0.05246718672981532,0.07637431302368278,1.0,109,5.194766357433599e-29,1.0,6.456411257104053e-28,7-9,zhēngduān,dispute; controversy; conflict,Translation,境地 | 困境 | 处境 | 局面 | 境遇 | 状况 | 状态 | 形势 | 景象 | 情况 | 情形 | 局势,0.0
请求,111,41,0.36366836639673683,115,0.043431648628268205,0.06389231334427259,1.0,153,2.915104038657446e-32,1.0,3.995127811341268e-31,2,qǐngqiú,to request; to ask; request,Translation,宣布 | 提出 | 宣称 | 声称 | 重申 | 强调 | 承认 | 表示 | 表态 | 否认 | 指出 | 敦促,0.25
不服,111,41,0.3611818309693434,84,0.057063955541401534,0.08200232988667983,1.0,122,1.8758512409783375e-37,1.0,2.9941139740013233e-36,7-9,bùfú,not to accept sth; to want to have sth overruled or changed; to refuse to obey or comply; to refuse to accept as final; to remain unconvinced by; not to give in to,Translation,惊讶 | 诧异 | 吃惊 | 惊诧 | 气愤 | 羞愧 | 惋惜 | 欣喜 | 心疼 | 欣慰 | 惭愧 | 惊奇,1.0
证人,111,41,0.3590120954632257,151,0.06080563141370582,0.08664319105098786,1.0,163,2.2482236709028464e-35,1.0,3.3864223336137387e-34,7-9,zhèngrén,witness,Translation,隐情 | 事实 | 真相 | 疑点 | 事情 | 谜团 | 证据 | 道理 | 迹象 | 说法 | 原因 | 理由,0.5
辩护,111,41,0.34870620115769646,84,0.02993077484023754,0.04393672218610488,1.0,115,5.741919135939142e-22,1.0,5.300399251363929e-21,7-9,biànhù,to speak in defense of; to argue in favor of; to defend; to plead,Translation,劝 | 质问 | 恳求 | 嘱咐 | 哀求 | 劝说 | 劝告 | 叮嘱 | 问 | 告诫 | 吩咐 | 劝阻,0.0
异议,111,41,0.3464147522281321,84,0.06687936667662409,0.09282810749535497,1.0,71,2.931280106611858e-28,1.0,3.599465620498943e-27,7-9,yìyì,objection; dissent,Translation,弊病 | 缺点 | 弊端 | 弱点 | 毛病 | 缺陷 | 难题 | 难处 | 顾虑 | 问题 | 难点 | 短处,1.0
投诉,111,41,0.33958607722616213,182,0.00002438614362199054,0.000036924180945775915,1.0,182,1.1533292108680423e-18,1.0,8.990962001167401e-18,4,tóusù,complaint; to complain; to register a complaint (esp. as a customer),Translation,电话 | 短信 | 邮件 | 打电话 | 电子邮件 | 信件 | 拨打 | 信箱 | 电报 | 来电 | 拨通 | 接听,1.0
争议,111,41,0.3276928615401896,71,0.023133844550157545,0.03326500035996004,1.0,71,2.363809469121392e-32,1.0,5.8304052048407755e-31,5,zhēngyì,controversy; dispute; to dispute,Translation,弊病 | 缺点 | 弊端 | 弱点 | 毛病 | 缺陷 | 难题 | 难处 | 顾虑 | 问题 | 难点 | 短处,0.0
调查,111,41,0.3057627228684036,8,0.017162874177893528,0.024125485700700864,1.0,8,1.71592082613151e-24,1.0,1.7724620091709506e-23,3,diàochá,investigation; inquiry; to investigate; to survey; survey; (opinion) poll,Translation,审核 | 审查 | 验收 | 审批 | 认证 | 评审 | 鉴定 | 登记 | 评定 | 评估 | 检验 | 审定,0.25
此事,111,41,0.29992518445210514,115,0.019405639160042287,0.026971739166868382,1.0,163,6.653509986663475e-32,1.0,9.014928563721883e-31,6,cǐshì,this matter,Translation,隐情 | 事实 | 真相 | 疑点 | 事情 | 谜团 | 证据 | 道理 | 迹象 | 说法 | 原因 | 理由,0.75
迷恋,112,21,0.5052007868294576,68,0.1729180139168197,0.2589689271176998,1.0,68,4.420603216375724e-37,1.0,6.984662674209001e-36,7-9,míliàn,to be infatuated with; to be enchanted by; to be passionate about,Translation,茫然 | 焦躁 | 慌张 | 慌乱 | 胆怯 | 惊慌 | 恐惧 | 不安 | 消沉 | 畏缩 | 惊慌失措 | 畏惧,1.0
喜欢,112,21,0.496009266323812,189,0.12963427104702596,0.20459146984525023,1.0,43,3.615498922941932e-37,1.0,9.884908347724965e-36,1,xǐhuan,to like; to be fond of,Translation,嘛 | 啊 | 呀 | 唉 | 哎 | 挺好 | 不行 | 哎呀 | 哈哈 | 没劲 | 吧 | 没意思,1.0
痴迷,112,21,0.49135422048655525,122,0.16862874509572895,0.2489813789955225,1.0,92,1.7668351657611224e-41,1.0,3.129484166310652e-40,7-9,chīmí,infatuated; obsessed,Translation,始终 | 全心全意 | 坚持 | 一心一意 | 永远 | 坚信 | 牢记 | 秉承 | 一贯 | 牢牢 | 坚定 | 坚守,1.0
爱好,112,21,0.4773929082353451,140,0.1528261197417642,0.22626385131538912,1.0,140,1.900674157569401e-39,1.0,3.198402642566353e-38,1,àihào,to like; to be fond of; to take pleasure in; to be keen on; interest; hobby,Translation,技巧 | 绝技 | 窍门 | 诀窍 | 绝招 | 本领 | 秘诀 | 招数 | 技艺 | 手艺 | 要领 | 秘方,0.5
喜爱,112,21,0.47535726682519386,76,0.1447336720616868,0.21622165186798292,1.0,76,2.303212043670922e-36,1.0,3.5671461000570725e-35,4,xǐ'ài,to like; to love; to be fond of; favorite,Translation,感激 | 敬重 | 真诚 | 敬佩 | 尊敬 | 同情 | 衷心 | 敬意 | 真挚 | 诚挚 | 钦佩 | 怜惜,0.75
着迷,112,21,0.467983144704898,122,0.08917197928024023,0.14355051848476974,1.0,122,1.9378457129830986e-35,1.0,2.9233813601599584e-34,7-9,zháomí,to be fascinated; to be captivated,Translation,惊讶 | 诧异 | 吃惊 | 惊诧 | 气愤 | 羞愧 | 惋惜 | 欣喜 | 心疼 | 欣慰 | 惭愧 | 惊奇,0.75
热衷,112,21,0.45441567997473226,67,0.1691699703844861,0.2366826931357132,1.0,67,2.5738830442801423e-42,1.0,4.652124778503451e-41,7-9,rèzhōng,to feel strongly about; to be fond of; obsession; deep commitment,Translation,汹涌 | 火热 | 热潮 | 激烈 | 迭起 | 掀起 | 高涨 | 热闹 | 剧烈 | 愈演愈烈 | 猛烈 | 狂热,0.75
嗜好,112,21,0.44829290454674464,140,0.1405252278485679,0.2030029848624923,1.0,131,1.9171210366071415e-45,1.0,3.7256774836429446e-44,7-9,shìhào,hobby; indulgence; habit; addiction,Translation,品德 | 楷模 | 美德 | 品行 | 修养 | 作风 | 责任感 | 价值观 | 高尚 | 风范 | 风气 | 表率,0.5
热爱,112,21,0.44753905227928126,76,0.04408753143149968,0.07390435643077062,1.0,76,2.0031187801424213e-35,1.0,3.02059526636377e-34,3,rè'ài,to love ardently; to adore,Translation,感激 | 敬重 | 真诚 | 敬佩 | 尊敬 | 同情 | 衷心 | 敬意 | 真挚 | 诚挚 | 钦佩 | 怜惜,0.75
讨厌,112,21,0.43750336064951967,84,0.0395628931566081,0.06571259322456173,1.0,122,8.833861555096125e-31,1.0,1.1546657015469633e-29,5,tǎoyàn,to dislike; to loathe; disagreeable; troublesome; annoying,Translation,惊讶 | 诧异 | 吃惊 | 惊诧 | 气愤 | 羞愧 | 惋惜 | 欣喜 | 心疼 | 欣慰 | 惭愧 | 惊奇,0.25
喜好,112,21,0.43227271419334956,16,0.12828395126737996,0.18431304616097044,1.0,116,2.470499009288637e-44,1.0,4.693583883459351e-43,7-9,xǐhào,to like; fond of; to prefer; to love; one's tastes; preference,Translation,特性 | 特征 | 方法 | 形式 | 特点 | 本质 | 模式 | 形态 | 理念 | 属性 | 方式 | 性质,0.5
兴趣,112,21,0.4280624706709958,124,0.0809495898986402,0.12398711433364215,1.0,124,9.393587966985354e-41,1.0,1.6341298155302884e-39,4,xìngqù,interest (desire to know about sth); interest (thing in which one is interested); hobby,Translation,想法 | 态度 | 意愿 | 意图 | 念头 | 愿望 | 心态 | 动机 | 用意 | 看法 | 情绪 | 劲头,0.5
沉迷,112,21,0.42589406318103695,68,0.08699921616498874,0.13159663901016458,1.0,48,5.013239298641817e-42,1.0,9.034090591554814e-41,7-9,chénmí,to be engrossed; to be absorbed with; to lose oneself in; to be addicted to,Translation,聊天儿 | 玩儿 | 闹着玩儿 | 成天 | 溜达 | 整天 | 打盹儿 | 转悠 | 干活儿 | 打牌 | 一天到晚 | 吃饭,0.75
上瘾,112,21,0.41036185554513327,95,0.08904097899991248,0.13119746272237492,1.0,133,6.152877749370673e-42,1.0,1.1020481828563792e-40,7-9,shàngyǐn,to get into a habit; to become addicted,Translation,急性 | 炎症 | 病症 | 慢性 | 疾病 | 癌症 | 症状 | 腹泻 | 心脏病 | 高血压 | 出血 | 发炎,0.5
崇拜,112,21,0.4015467950333954,84,0.04123406583625666,0.06445972542880905,1.0,76,1.6940013149428433e-33,1.0,2.412583205045065e-32,6,chóngbài,to worship; adoration,Translation,感激 | 敬重 | 真诚 | 敬佩 | 尊敬 | 同情 | 衷心 | 敬意 | 真挚 | 诚挚 | 钦佩 | 怜惜,0.75
感兴趣,112,21,0.37607682633482054,122,0.08331525565576597,0.11780363198838208,1.0,86,1.9793612104438517e-43,1.0,3.8637165236085674e-42,4,gǎn xìngqù,to be interested,Translation,准确 | 便捷 | 恰当 | 清晰 | 可靠 | 贴切 | 精确 | 方便 | 详尽 | 快捷 | 顺畅 | 正确,0.25
迷,112,21,0.36060211022695376,145,0.05152746548598136,0.07457747076985427,1.0,122,6.441080322180355e-50,1.0,1.3772687769455156e-48,3,mí,to bewilder; crazy about; fan; enthusiast; lost; confused,Translation,惊讶 | 诧异 | 吃惊 | 惊诧 | 气愤 | 羞愧 | 惋惜 | 欣喜 | 心疼 | 欣慰 | 惭愧 | 惊奇,0.25
习惯,112,21,0.36019357366175997,16,0.07088244138668215,0.09973765540129118,1.0,131,1.1406967344393092e-28,1.0,1.3852185658553256e-27,2,xíguàn,habit; custom; usual practice; to be used to,Translation,品德 | 楷模 | 美德 | 品行 | 修养 | 作风 | 责任感 | 价值观 | 高尚 | 风范 | 风气 | 表率,0.25
瘾,112,21,0.3358132988797324,95,0.051430994364013605,0.07186937199646617,1.0,159,2.0815231261660116e-43,1.0,3.8610097626230724e-42,7-9,yǐn,addiction; craving,Translation,命 | 忍 | 敬 | 矣 | 忘 | 识 | 贪 | 俗 | 尝 | 曰 | 戒 | 辞,0.25
消遣,112,21,0.3346398675244767,48,0.026571666814952044,0.03840214720901585,1.0,1,3.352576301753468e-50,1.0,1.1147119274647948e-48,7-9,xiāoqiǎn,to while the time away; amusement; pastime; recreation; to make sport of,Translation,时尚 | 创意 | 娱乐 | 科幻 | 休闲 | 时装 | 趣味 | 影视 | 原创 | 文艺 | 卡通 | 怀旧,0.0
猜谜,112,21,0.31359952301188276,198,0.001948621213055668,0.0028308618666717856,1.0,48,1.9015904769075847e-42,1.0,3.4478668855472743e-41,7-9,cāimí,to answer a riddle; to guess (i.e. form an opinion without much evidence),Translation,聊天儿 | 玩儿 | 闹着玩儿 | 成天 | 溜达 | 整天 | 打盹儿 | 转悠 | 干活儿 | 打牌 | 一天到晚 | 吃饭,0.0
执法,113,77,0.3108967268904039,111,0.01703607587040995,0.024125657202106115,1.0,111,7.840525553376488e-27,1.0,9.909202067572941e-26,7-9,zhífǎ,to enforce a law; law enforcement,Translation,诉讼 | 判决 | 上诉 | 法院 | 起诉 | 裁决 | 仲裁 | 法庭 | 裁定 | 驳回 | 原告 | 官司,1.0
