token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
扭头,1,52,0.48676143139752326,86,0.06448858148295517,0.11162463365867245,0.8983725454328153,86,0.05374650837933254,0.8446260370534827,0.08882866986381745,7-9,niǔtóu,to turn one's head; to turn around,Translation,哆嗦 | 发愣 | 一动不动 | 叹气 | 发抖 | 一声不吭 | 颤抖 | 哭泣 | 一言不发 | 呜咽 | 哭 | 咧嘴,0.5
现有,132,55,0.20796777266927668,176,-0.07113733866694705,-0.08981621733586698,0.04928794982683785,145,0.047287536803560744,0.002000413023277109,0.782519100905265,5,xiànyǒu,currently existing; currently available,Translation,制定 | 制订 | 开展 | 组建 | 实施 | 建立 | 设立 | 推出 | 推行 | 构建 | 成立 | 拟定,0.25
分,132,55,0.20468620496042467,148,0.0010225436626856432,0.0012840600296502736,0.10046112320171685,20,0.06698179714988436,0.033479326051832486,0.7441698975296464,1; 2,fēn,to divide; to separate; to distribute; to allocate; to distinguish (good and bad); (bound form) branch of (an organization); sub- (as in 局); fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute (unit of time); minute (angular measurement unit); a point (in sports or games); 0.01 yuan (unit of money); part; share; ingredient; component,Translation,决赛 | 夺冠 | 冠军 | 亚军 | 半决赛 | 预赛 | 夺魁 | 参赛 | 银牌 | 获胜 | 铜牌 | 奖牌,1.0
及,132,55,0.20385329958751888,113,-0.10474731816781122,-0.13156786068891824,0.06695128579130907,179,0.060478252508596765,0.006473033282712308,0.760686268254353,7-9,jí,and; to reach; up to; in time for,Translation,就算 | 也许 | 毕竟 | 不然 | 当然 | 难道 | 要不然 | 可是 | 其实 | 反正 | 何况 | 要是,0.0
市场,132,55,0.20245156385709814,173,-0.07241800724739741,-0.09080076389795809,0.059917718480559365,37,0.05657218359681466,0.0033455348837447066,0.7568829482217861,3,shìchǎng,marketplace; market (also in abstract),Translation,利息 | 税收 | 收入 | 数额 | 租金 | 收益 | 手续费 | 工资 | 利润 | 贷款 | 金额 | 报酬,0.25
各,132,55,0.19757472221076744,124,-0.04169501139181073,-0.051961238692137125,0.07478773495645066,45,0.04794553969141713,0.026842195265033536,0.7830935507381274,3,gè,each; every,Translation,山岭 | 丘陵 | 沿岸 | 海岸 | 湖泊 | 河流 | 平原 | 峡谷 | 北部 | 湖 | 山区 | 南部,0.5
整数,132,55,0.191596688437853,10,-0.07153261278073736,-0.08848629360820988,0.07434900229357912,37,0.05586359033047671,0.018485411963102404,0.7719048506853999,7-9,zhěngshù,whole number; integer (math.); round figure,Translation,利息 | 税收 | 收入 | 数额 | 租金 | 收益 | 手续费 | 工资 | 利润 | 贷款 | 金额 | 报酬,0.75
类别,132,55,0.1904823092170972,68,-0.11226935460489273,-0.1386867215913645,0.053940662229696915,68,0.050422731207437836,0.0035179310222590784,0.7700755178668409,7-9,lèibié,classification; category,Translation,特性 | 特征 | 形态 | 性质 | 特点 | 形式 | 属性 | 范畴 | 结构 | 功能 | 用途 | 类型,0.25
元宵节,133,64,0.46096997395580686,33,0.16795666881554333,0.23756694438056625,0.9953607443079386,193,0.002699969592807314,0.9926607747151314,0.006788920795722295,7-9,Yuánxiāo Jié,"Lantern Festival, the final event of the Spring Festival 春节, on 15th of first month of the lunar calendar",Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.75
节日,133,64,0.45435629544696704,193,0.12243838053413014,0.18326846845198072,0.9800630281951552,193,0.01879016296483027,0.961272865230325,0.019786991016333955,2,jiérì,holiday; festival,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,1.0
中秋节,133,64,0.4541013097822064,33,0.13432912482332476,0.19747667156951645,0.9929456840418729,148,0.004315640343113794,0.9886300436987591,0.009486712147674069,5,Zhōngqiū Jié,the Mid-Autumn Festival on 15th of 8th lunar month,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.75
春节,133,64,0.4472188940835118,33,0.10437137310683336,0.15882367705886627,0.9761223698463547,148,0.013723046863341089,0.9623993229830136,0.025455652237177415,2,Chūnjié,Spring Festival (Chinese New Year),Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.75
除夕,133,64,0.44318827519422027,33,0.15029740183151508,0.21255191903159915,0.9838887401693127,148,0.01324786983723614,0.9706408703320766,0.01767265684607003,5,chúxī,lunar New Year's Eve,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.75
佳节,133,64,0.443179920863028,193,0.10676979517645702,0.16089726397185372,0.9793858119535914,193,0.018762540156399606,0.9606232717971919,0.02099370874130781,7-9,jiājié,festive day; holiday,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.75
过年,133,64,0.44168338800142065,125,0.1171012540132848,0.1733760089953377,0.9703202790833859,148,0.019454906752323343,0.9508653723310626,0.03354153906025084,2,guònián,to celebrate the Chinese New Year,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.75
新年,133,64,0.4407909440850378,193,0.10628987714760874,0.15971457183029794,0.9798501766952196,193,0.016154159604022406,0.9636960170911971,0.021601795379298076,1,xīnnián,New Year,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.75
圣诞节,133,64,0.43708068073240275,33,0.09713827504053246,0.14716636226623914,0.9817133183164546,148,0.008008406510612645,0.973704911805842,0.022149578694637892,6,Shèngdàn Jié,Christmas time; Christmas season; Christmas,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.75
过节,133,64,0.4248220738792521,94,0.12449922975495231,0.17793810861115206,0.9864917354426768,148,0.005338942695710621,0.9811527927469661,0.018641372627888786,7-9,guòjié,to celebrate a festival; after the celebrations (i.e. once the festival is over),Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.75
清明节,133,64,0.41352771877348016,33,0.0732242779006611,0.11099690742292384,0.9814614783513168,148,0.008831357580625093,0.9726301207706917,0.02171746328208619,6,Qīngmíng Jié,"Qingming or Pure Brightness Festival or Tomb Sweeping Day, celebration for the dead (in early April)",Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.75
元旦,133,64,0.41232126443481354,33,0.09045613185548745,0.13338958989019803,0.9470526772196526,148,0.03986408213152639,0.9071885950881262,0.04669726876100663,5,Yuándàn,New Year's Day,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.75
端午节,133,64,0.4117672616171385,33,0.1225826533983067,0.17245357207465337,0.976369372236562,148,0.009624333814270337,0.9667450384222916,0.029640107887612645,6,Duānwǔ Jié,Dragon Boat Festival (5th day of the 5th lunar month),Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.75
年夜饭,133,64,0.398881633541714,66,0.09799449580108005,0.14016977957519658,0.9245336957954827,44,0.05418011704134896,0.8703535787541338,0.06504160494213977,7-9,niányèfàn,New Year's Eve family dinner,Translation,牛奶 | 米饭 | 橙汁 | 果汁 | 酸奶 | 罐头 | 肉 | 红薯 | 豆腐 | 面条儿 | 薯片 | 水果,0.75
拜年,133,64,0.3926749389635267,193,0.05349737705575608,0.08095575145753386,0.8773020503847712,193,0.11487753085407275,0.7624245195306985,0.07997370798219199,7-9,bàinián,to pay a New Year call; to wish sb a Happy New Year,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.75
喜庆,133,64,0.3902933587105602,188,0.0513907910336413,0.07773557802675961,0.94317466408198,188,0.025588988607226998,0.917585675474753,0.056357877522245664,7-9,xǐqìng,jubilation; festive,Translation,安逸 | 宁静 | 悠闲 | 安静 | 快乐 | 舒畅 | 清静 | 安稳 | 愉快 | 舒服 | 凉爽 | 快活,0.25
礼物,133,64,0.3803344772301455,127,0.028440987904976067,0.04388320042543986,0.9936901332920565,193,0.004513621745286262,0.9891765115467702,0.008618711499628565,2,lǐwù,gift; present,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.5
送礼,133,64,0.3793883510007528,100,0.06842942487019787,0.09931109692186989,0.994510827816647,193,0.0017312612726224658,0.9927795665440245,0.008965009729474352,6,sònglǐ,to give a present,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.5
国庆,133,64,0.37816145929863715,33,0.07755872484923598,0.11089366325757373,0.6663917945072932,148,0.2133604673336766,0.4530313271736166,0.19988973055912346,3,guóqìng,National Day,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.25
礼品,133,64,0.3752352701587521,127,0.03582959264340013,0.05423842050085541,0.9973094346977619,193,0.0012709509911096848,0.9960384837066523,0.004362857525778157,7-9,lǐpǐn,gift; present,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.5
团圆,133,64,0.3699582814488759,188,0.05507912965786382,0.08039330550493268,0.814674326892832,88,0.1374788633008995,0.6771954635919325,0.12762465116620136,7-9,tuányuán,to have a reunion,Translation,相处 | 相识 | 见面 | 亲密 | 朝夕相处 | 亲热 | 结婚 | 恋爱 | 相遇 | 分手 | 约会 | 知己,0.25
庙会,133,64,0.3691840188653134,66,0.07764248538996132,0.10959355990314792,0.8960376278951602,193,0.04969304961759628,0.8463445782775639,0.10010311194438232,7-9,miàohuì,temple fair,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,1.0
贺卡,133,64,0.36887718283084997,11,0.042761695398177424,0.06345552479796013,0.9657549437630344,157,0.010506776203618208,0.9552481675594162,0.04200768963683362,5,hèkǎ,greeting card; congratulation card,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,0.25
假期,133,64,0.3687084219414901,33,0.046010631471192553,0.06793220341498797,0.7770667661782885,148,0.2008575574694054,0.5762092087088831,0.11967743948733625,2,jiàqī,vacation,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.0
长假,133,64,0.3677180030155405,33,0.05168162011134869,0.07556194338347275,0.7001166055356859,148,0.2293191068929376,0.4707974986427483,0.16027294662218153,6,chángjià,long vacation,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.0
张灯结彩,133,64,0.3645958721810634,193,0.06106404267743715,0.08767671699040708,0.9581566694072767,193,0.026588606495872566,0.9315680629114041,0.046121441934718635,7-9,zhāngdēng-jiécǎi,to be decorated with lanterns and colored banners (idiom),Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.5
腊月,133,64,0.3595263495211612,33,0.011505601494826045,0.017647189630646078,0.854738515557509,33,0.07763504223986728,0.7771034733176417,0.11416131667859143,7-9,làyuè,twelfth lunar month,Translation,冬天 | 冬季 | 季节 | 夏季 | 夏天 | 秋天 | 春季 | 春天 | 时节 | 秋季 | 下雪 | 下雨,0.0
生日,133,64,0.35951614406735094,193,0.02593038466208014,0.03891030995817105,0.9118847684935059,193,0.05244087272900709,0.8594438957644988,0.08274096600464417,1,shēngrì,birthday,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.75
鞭炮,133,64,0.35746349161043095,197,0.0682593670807698,0.09603230609013033,0.975218690088082,157,0.00684365006464661,0.9683750400234354,0.03196776321698972,7-9,biānpào,firecrackers; string of small firecrackers,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,0.25
农历,133,64,0.35745101977773813,33,0.058019405655419576,0.08281761898623506,0.9243433623945836,33,0.027550873149794475,0.8967924892447892,0.08039770549548246,7-9,nónglì,the traditional Chinese calendar; the lunar calendar,Translation,冬天 | 冬季 | 季节 | 夏季 | 夏天 | 秋天 | 春季 | 春天 | 时节 | 秋季 | 下雪 | 下雨,0.75
节假日,133,64,0.35412761115448416,125,-0.006568635564935699,-0.010170175530613727,0.725366235195026,148,0.21220779206975451,0.5131584431252715,0.1664467578204324,6,jiéjiàrì,public holiday,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.0
喜糖,133,64,0.35061611194366793,157,0.06382378451044401,0.08948835937329086,0.8596333510145209,44,0.11747385229876918,0.7421594987157517,0.09519097713731073,7-9,xǐtáng,sweet given on a happy occasion (esp. wedding),Translation,牛奶 | 米饭 | 橙汁 | 果汁 | 酸奶 | 罐头 | 肉 | 红薯 | 豆腐 | 面条儿 | 薯片 | 水果,0.25
假日,133,64,0.3462753741100644,66,0.010370298969941738,0.015615687730379501,0.8468668176085854,148,0.08508506138508047,0.761781756223505,0.1237523127084769,6,jiàrì,holiday; non-working day,Translation,晚上 | 中午 | 下午 | 早上 | 上午 | 傍晚 | 早晨 | 凌晨 | 夜里 | 一早 | 前天 | 昨天,0.0
婚礼,133,64,0.3434201851308536,193,0.009810056774192,0.01472119729251,0.7769277849842138,193,0.16746884987153793,0.6094589351126758,0.1467597371876911,4,hūnlǐ,wedding ceremony; wedding,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.5
焰火,133,64,0.34249617112500447,123,0.02527440715423268,0.03701700760296473,0.9089818325332402,8,0.054972227957797284,0.8540096045754428,0.0870972456742862,7-9,yànhuǒ,fireworks,Translation,戏剧 | 歌剧 | 歌曲 | 舞蹈 | 话剧 | 演唱 | 独唱 | 电影 | 音乐 | 喜剧 | 演出 | 剧本,0.25
请客,133,64,0.34075172277546345,50,0.012555608917492411,0.018689396081936455,0.9467074173550659,193,0.01367894100188341,0.9330284763531825,0.06692310024254977,2,qǐngkè,to give a dinner party; to entertain guests; to invite to dinner,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.75
清明,133,64,0.3399809142656365,33,0.035098626968241786,0.050493069485712,0.9074892780130989,33,0.050670765394414535,0.8568185126186844,0.09117834354461744,7-9,qīngmíng,"Qingming or Pure Brightness, 5th of the 24 solar terms 二十四节气 5th-19th April; Pure Brightness Festival or Tomb Sweeping Day (in early April); clear and bright; sober and calm; (of a government or administration) well ordered",Translation,冬天 | 冬季 | 季节 | 夏季 | 夏天 | 秋天 | 春季 | 春天 | 时节 | 秋季 | 下雪 | 下雨,0.0
爆竹,133,64,0.33795398605456334,197,0.05935649927071024,0.08227930757558335,0.9814122171262384,157,0.0033856243892755903,0.9780265927369628,0.026932095417561995,7-9,bàozhú,firecracker,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,0.25
喜事,133,64,0.33696610191487586,87,0.0581312227954473,0.08060736870422505,0.9578932690740837,87,0.006149568642177559,0.9517437004319061,0.058689213729069906,7-9,xǐshì,happy occasion; wedding,Translation,祝福 | 谢谢 | 感谢 | 祝 | 祝愿 | 恭喜 | 一路平安 | 亲爱 | 保佑 | 感恩 | 保重 | 晚安,0.0
喜酒,133,64,0.3356468079429308,193,0.0399834476721761,0.05676752481249048,0.9233524974889218,44,0.026427291118934177,0.8969252063699876,0.08727294821148146,7-9,xǐjiǔ,wedding feast; liquor drunk at a wedding feast,Translation,牛奶 | 米饭 | 橙汁 | 果汁 | 酸奶 | 罐头 | 肉 | 红薯 | 豆腐 | 面条儿 | 薯片 | 水果,0.75
狂欢节,133,64,0.33316568492348814,193,0.04984074997113974,0.06954441754971039,0.47092299780389285,193,0.355067773436483,0.11585522436740986,0.31177211972582397,7-9,kuánghuānjié,carnival,Translation,庆典 | 联欢 | 典礼 | 宴会 | 庆贺 | 祝贺 | 庆祝 | 悼念 | 送行 | 颁奖 | 葬礼 | 招待会,0.75
请帖,133,64,0.3320799449664731,193,0.028638014442833204,0.04111360660046897,0.948347188733244,56,0.013826155786826791,0.9345210329464172,0.06169472950862347,7-9,qǐngtiě,invitation card; written invitation,Translation,打电话 | 电话 | 回信 | 答复 | 信件 | 电子邮件 | 来信 | 邮件 | 短信 | 转告 | 拨打 | 留言,0.25
请柬,133,64,0.32306026668480237,193,0.008898090440560058,0.012974044493248616,0.9346252676397351,157,0.02285417763207441,0.9117710900076607,0.06996446314483538,7-9,qǐngjiǎn,invitation card; written invitation,Translation,袜子 | 衣服 | 裤子 | 毛衣 | 衬衣 | 裙子 | 大衣 | 围巾 | 拖鞋 | 鞋 | 外套 | 衬衫,0.25
红包,133,64,0.32281967274327494,6,0.06512002965937536,0.08772733173660005,0.6894380265520538,2,0.10034838840267124,0.5890896381493825,0.2642985704274151,4,hóngbāo,money wrapped in red as a gift; bonus payment; kickback; bribe,Translation,收据 | 证件 | 挂失 | 身份证 | 发票 | 支票 | 存折 | 银行卡 | 凭证 | 汇款 | 账单 | 付款,0.25
节气,133,64,0.3180195239698258,33,-0.05223106322658083,-0.07658732920129786,0.8094819218842327,33,0.13989666901459158,0.6695852528696411,0.1424658900624218,7-9,jiéqì,solar term,Translation,冬天 | 冬季 | 季节 | 夏季 | 夏天 | 秋天 | 春季 | 春天 | 时节 | 秋季 | 下雪 | 下雨,0.0
